date,open,high,low,close,volume
2014-01-01 00:00:00+00:00,93.526,93.973,93.153,93.394,109696.0
2014-01-02 00:00:00+00:00,93.398,94.042,92.902,93.8,102734.0
2014-01-05 00:00:00+00:00,93.892,94.076,93.199,93.458,104253.0
2014-01-06 00:00:00+00:00,93.458,93.542,92.992,93.38,102780.0
2014-01-07 00:00:00+00:00,93.378,93.83,93.226,93.333,112657.0
2014-01-08 00:00:00+00:00,93.333,93.431,92.938,93.276,101178.0
2014-01-09 00:00:00+00:00,93.274,93.721,93.039,93.702,121201.0
2014-01-12 00:00:00+00:00,93.576,93.857,93.19,93.254,112750.0
2014-01-13 00:00:00+00:00,93.252,93.562,92.976,93.434,105379.0
2014-01-14 00:00:00+00:00,93.432,93.44,92.736,93.224,96316.0
2014-01-15 00:00:00+00:00,93.224,93.268,91.628,92.042,105507.0
2014-01-16 00:00:00+00:00,92.04,92.144,91.408,91.604,80117.0
2014-01-19 00:00:00+00:00,91.419,91.869,91.055,91.792,66247.0
2014-01-20 00:00:00+00:00,91.802,92.438,91.549,91.848,90927.0
2014-01-21 00:00:00+00:00,91.85,92.695,91.688,92.518,96931.0
2014-01-22 00:00:00+00:00,92.518,92.619,90.238,90.533,140356.0
2014-01-23 00:00:00+00:00,90.535,90.87,88.54,88.909,161606.0
2014-01-26 00:00:00+00:00,88.892,90.08,88.45,89.62,144227.0
2014-01-27 00:00:00+00:00,89.622,90.972,89.543,90.372,112181.0
2014-01-28 00:00:00+00:00,90.371,91.118,89.03,89.392,168532.0
2014-01-29 00:00:00+00:00,89.392,90.461,88.976,90.336,129027.0
2014-01-30 00:00:00+00:00,90.334,90.733,88.859,89.278,140240.0
2014-02-02 00:00:00+00:00,89.39,89.843,88.242,88.384,139979.0
2014-02-03 00:00:00+00:00,88.384,90.904,88.26,90.719,158109.0
2014-02-04 00:00:00+00:00,90.718,90.801,89.833,90.4,137938.0
2014-02-05 00:00:00+00:00,90.4,91.65,90.4,91.475,123083.0
2014-02-06 00:00:00+00:00,91.474,91.867,90.91,91.686,127897.0
2014-02-09 00:00:00+00:00,91.828,91.874,90.93,91.508,77523.0
2014-02-10 00:00:00+00:00,91.51,92.904,91.343,92.762,95103.0
2014-02-11 00:00:00+00:00,92.726,92.979,92.334,92.553,87883.0
2014-02-12 00:00:00+00:00,92.543,92.56,91.12,91.735,105286.0
2014-02-13 00:00:00+00:00,91.742,92.302,91.332,91.982,99641.0
2014-02-16 00:00:00+00:00,92.126,92.182,91.683,92.056,68089.0
2014-02-17 00:00:00+00:00,92.042,92.985,92.013,92.402,108555.0
2014-02-18 00:00:00+00:00,92.403,92.469,91.852,92.094,96896.0
2014-02-19 00:00:00+00:00,92.088,92.344,91.07,92.108,114891.0
2014-02-20 00:00:00+00:00,92.116,92.409,91.836,91.983,84155.0
2014-02-23 00:00:00+00:00,92.032,92.754,91.574,92.605,91554.0
2014-02-24 00:00:00+00:00,92.611,92.784,91.998,92.21,91324.0
2014-02-25 00:00:00+00:00,92.212,92.378,91.591,91.819,102350.0
2014-02-26 00:00:00+00:00,91.821,91.841,90.708,91.56,95539.0
2014-02-27 00:00:00+00:00,91.554,91.633,90.688,90.85,112876.0
2014-03-02 00:00:00+00:00,90.264,90.76,90.058,90.664,109700.0
2014-03-03 00:00:00+00:00,90.672,91.574,90.492,91.478,94432.0
2014-03-04 00:00:00+00:00,91.504,92.088,91.288,91.926,88092.0
2014-03-05 00:00:00+00:00,91.926,93.876,91.874,93.692,100604.0
2014-03-06 00:00:00+00:00,93.692,94.484,93.45,93.64,93816.0
2014-03-09 00:00:00+00:00,93.118,93.613,92.896,93.156,79730.0
2014-03-10 00:00:00+00:00,93.154,93.455,92.218,92.472,83133.0
2014-03-11 00:00:00+00:00,92.48,92.48,91.654,92.35,97219.0
2014-03-12 00:00:00+00:00,92.354,93.414,91.551,91.954,121842.0
2014-03-13 00:00:00+00:00,91.96,92.11,91.296,91.534,114497.0
2014-03-16 00:00:00+00:00,91.181,92.554,91.166,92.472,85287.0
2014-03-17 00:00:00+00:00,92.452,92.82,91.93,92.584,94410.0
2014-03-18 00:00:00+00:00,92.575,92.85,92.268,92.506,103571.0
2014-03-19 00:00:00+00:00,92.51,92.72,92.128,92.554,92292.0
2014-03-20 00:00:00+00:00,92.545,93.086,92.473,92.852,69821.0
2014-03-23 00:00:00+00:00,92.985,93.556,92.618,93.358,86248.0
2014-03-24 00:00:00+00:00,93.368,93.834,93.242,93.738,82681.0
2014-03-25 00:00:00+00:00,93.73,94.698,93.648,94.151,88493.0
2014-03-26 00:00:00+00:00,94.143,94.686,93.788,94.614,92999.0
2014-03-27 00:00:00+00:00,94.605,95.243,94.568,95.092,77182.0
2014-03-30 00:00:00+00:00,95.138,95.74,94.792,95.638,80600.0
2014-03-31 00:00:00+00:00,95.628,96.062,95.398,95.858,81784.0
2014-04-01 00:00:00+00:00,95.842,96.082,95.65,96.068,74871.0
2014-04-02 00:00:00+00:00,96.072,96.136,95.663,95.95,84656.0
2014-04-03 00:00:00+00:00,95.936,96.514,95.805,95.97,92337.0
2014-04-06 00:00:00+00:00,95.883,96.06,95.337,95.567,69617.0
2014-04-07 00:00:00+00:00,95.568,95.899,95.03,95.3,108645.0
2014-04-08 00:00:00+00:00,95.31,95.79,95.197,95.774,85756.0
2014-04-09 00:00:00+00:00,95.782,96.229,95.453,95.571,109083.0
2014-04-10 00:00:00+00:00,95.573,95.702,95.056,95.466,103725.0
2014-04-13 00:00:00+00:00,95.432,96.0,95.117,95.978,77572.0
2014-04-14 00:00:00+00:00,95.978,96.02,94.838,95.412,100476.0
2014-04-15 00:00:00+00:00,95.374,96.024,95.165,95.795,90156.0
2014-04-16 00:00:00+00:00,95.795,95.92,95.34,95.557,70039.0
2014-04-17 00:00:00+00:00,95.549,95.665,95.45,95.611,30984.0
2014-04-20 00:00:00+00:00,95.684,95.855,95.582,95.704,35885.0
2014-04-21 00:00:00+00:00,95.693,96.186,95.665,96.122,61510.0
2014-04-22 00:00:00+00:00,96.106,96.245,94.812,95.271,76958.0
2014-04-23 00:00:00+00:00,95.271,95.322,94.563,94.765,73448.0
2014-04-24 00:00:00+00:00,94.765,94.992,94.529,94.79,62711.0
2014-04-27 00:00:00+00:00,94.776,95.242,94.584,94.884,76358.0
2014-04-28 00:00:00+00:00,94.86,95.279,94.588,95.127,65554.0
2014-04-29 00:00:00+00:00,95.132,95.274,94.629,94.958,96590.0
2014-04-30 00:00:00+00:00,94.95,95.153,94.688,94.886,56346.0
2014-05-01 00:00:00+00:00,94.87,95.205,94.591,94.825,97290.0
2014-05-04 00:00:00+00:00,94.86,94.933,94.267,94.724,59859.0
2014-05-05 00:00:00+00:00,94.716,95.18,94.592,95.086,93953.0
2014-05-06 00:00:00+00:00,95.024,95.15,94.738,95.05,95589.0
2014-05-07 00:00:00+00:00,95.016,95.663,94.922,95.3,103716.0
2014-05-08 00:00:00+00:00,95.278,95.396,95.029,95.352,77972.0
2014-05-11 00:00:00+00:00,95.394,95.722,95.27,95.608,59739.0
2014-05-12 00:00:00+00:00,95.595,95.906,95.478,95.738,70486.0
2014-05-13 00:00:00+00:00,95.72,96.108,95.354,95.576,77614.0
2014-05-14 00:00:00+00:00,95.542,95.808,94.73,95.049,99396.0
2014-05-15 00:00:00+00:00,95.049,95.174,94.81,95.002,74219.0
2014-05-18 00:00:00+00:00,95.204,95.218,94.512,94.697,74146.0
2014-05-19 00:00:00+00:00,94.716,94.746,93.568,93.657,86720.0
2014-05-20 00:00:00+00:00,93.65,93.806,93.044,93.773,90011.0
2014-05-21 00:00:00+00:00,93.8,94.366,93.481,93.856,81532.0
2014-05-22 00:00:00+00:00,93.89,94.254,93.832,94.114,68814.0
2014-05-25 00:00:00+00:00,94.135,94.264,94.089,94.164,34409.0
2014-05-26 00:00:00+00:00,94.191,94.551,94.156,94.42,69159.0
2014-05-27 00:00:00+00:00,94.434,94.504,93.731,94.061,66170.0
2014-05-28 00:00:00+00:00,94.054,94.754,93.696,94.726,84367.0
2014-05-29 00:00:00+00:00,94.735,94.806,94.444,94.71,70071.0
2014-06-01 00:00:00+00:00,94.84,94.878,94.286,94.672,76220.0
2014-06-02 00:00:00+00:00,94.686,95.069,94.508,94.975,69638.0
2014-06-03 00:00:00+00:00,94.98,95.433,94.92,95.335,68590.0
2014-06-04 00:00:00+00:00,95.326,95.704,94.964,95.65,82846.0
2014-06-05 00:00:00+00:00,95.642,95.8,95.42,95.672,70553.0
2014-06-08 00:00:00+00:00,95.724,95.952,95.696,95.923,44439.0
2014-06-09 00:00:00+00:00,95.898,95.952,95.686,95.94,61584.0
2014-06-10 00:00:00+00:00,95.94,96.128,95.671,95.772,60473.0
2014-06-11 00:00:00+00:00,95.774,96.106,95.432,95.864,70602.0
2014-06-12 00:00:00+00:00,95.867,96.15,95.62,95.945,62580.0
2014-06-15 00:00:00+00:00,95.89,95.952,95.487,95.731,50190.0
2014-06-16 00:00:00+00:00,95.734,95.77,95.2,95.367,57855.0
2014-06-17 00:00:00+00:00,95.339,95.932,95.332,95.892,66543.0
2014-06-18 00:00:00+00:00,95.84,95.976,95.742,95.815,55671.0
2014-06-19 00:00:00+00:00,95.81,95.931,95.753,95.831,49960.0
2014-06-22 00:00:00+00:00,95.742,96.33,95.698,96.032,44187.0
2014-06-23 00:00:00+00:00,96.028,96.1,95.504,95.528,49460.0
2014-06-24 00:00:00+00:00,95.536,95.84,95.314,95.834,53642.0
2014-06-25 00:00:00+00:00,95.824,95.835,95.407,95.772,51534.0
2014-06-26 00:00:00+00:00,95.778,95.78,95.393,95.669,49013.0
2014-06-29 00:00:00+00:00,95.556,95.626,95.171,95.58,46880.0
2014-06-30 00:00:00+00:00,95.57,96.504,95.432,96.42,55059.0
2014-07-01 00:00:00+00:00,96.42,96.466,95.87,96.112,50732.0
2014-07-02 00:00:00+00:00,96.106,96.137,95.325,95.52,63773.0
2014-07-03 00:00:00+00:00,95.517,95.629,95.389,95.592,35211.0
2014-07-06 00:00:00+00:00,95.582,95.618,95.338,95.47,37152.0
2014-07-07 00:00:00+00:00,95.472,95.704,95.336,95.481,44790.0
2014-07-08 00:00:00+00:00,95.474,95.722,95.424,95.668,48392.0
2014-07-09 00:00:00+00:00,95.67,95.992,94.716,95.206,62012.0
2014-07-10 00:00:00+00:00,95.21,95.332,94.978,95.158,43183.0
2014-07-13 00:00:00+00:00,95.079,95.443,95.07,95.384,31910.0
2014-07-14 00:00:00+00:00,95.377,95.504,95.073,95.283,56622.0
2014-07-15 00:00:00+00:00,95.282,95.32,94.919,95.249,43675.0
2014-07-16 00:00:00+00:00,95.254,95.28,94.544,94.612,54193.0
2014-07-17 00:00:00+00:00,94.602,95.312,94.394,95.126,55553.0
2014-07-20 00:00:00+00:00,95.181,95.28,94.942,95.048,32738.0
2014-07-21 00:00:00+00:00,95.036,95.562,94.948,95.318,53095.0
2014-07-22 00:00:00+00:00,95.322,96.04,95.226,95.964,46595.0
2014-07-23 00:00:00+00:00,95.964,96.208,95.692,95.896,52633.0
2014-07-24 00:00:00+00:00,95.864,95.934,95.607,95.692,42717.0
2014-07-27 00:00:00+00:00,95.644,95.876,95.538,95.82,34829.0
2014-07-28 00:00:00+00:00,95.811,95.902,95.696,95.824,49106.0
2014-07-29 00:00:00+00:00,95.82,96.126,95.713,95.906,71477.0
2014-07-30 00:00:00+00:00,95.907,95.954,95.49,95.549,60566.0
2014-07-31 00:00:00+00:00,95.534,95.801,95.298,95.56,78439.0
2014-08-03 00:00:00+00:00,95.488,95.764,95.427,95.743,37729.0
2014-08-04 00:00:00+00:00,95.728,95.828,95.295,95.462,52173.0
2014-08-05 00:00:00+00:00,95.462,95.575,95.133,95.508,58879.0
2014-08-06 00:00:00+00:00,95.526,95.559,94.585,94.662,65330.0
2014-08-07 00:00:00+00:00,94.629,94.716,93.93,94.65,72578.0
2014-08-10 00:00:00+00:00,94.788,94.87,94.538,94.648,9676.0
2014-08-11 00:00:00+00:00,94.655,94.852,94.6,94.784,11427.0
2014-08-12 00:00:00+00:00,94.784,95.405,94.732,95.296,13380.0
2014-08-13 00:00:00+00:00,95.296,95.506,95.246,95.476,11103.0
2014-08-14 00:00:00+00:00,95.476,95.702,95.032,95.414,14949.0
2014-08-17 00:00:00+00:00,95.313,95.716,95.253,95.644,7878.0
2014-08-18 00:00:00+00:00,95.65,95.946,95.622,95.745,10392.0
2014-08-19 00:00:00+00:00,95.75,96.446,95.62,96.384,19523.0
2014-08-20 00:00:00+00:00,96.36,96.619,96.028,96.601,14465.0
2014-08-21 00:00:00+00:00,96.601,96.873,96.456,96.841,17634.0
2014-08-24 00:00:00+00:00,97.078,97.126,96.612,96.744,11839.0
2014-08-25 00:00:00+00:00,96.733,97.075,96.476,96.852,12795.0
2014-08-26 00:00:00+00:00,96.824,97.159,96.812,96.988,13454.0
2014-08-27 00:00:00+00:00,96.988,97.252,96.786,97.052,15475.0
2014-08-28 00:00:00+00:00,97.061,97.266,96.931,97.207,12170.0
2014-08-31 00:00:00+00:00,97.16,97.454,97.123,97.386,7112.0
2014-09-01 00:00:00+00:00,97.38,97.594,97.354,97.479,17086.0
2014-09-02 00:00:00+00:00,97.482,98.135,97.446,97.942,18816.0
2014-09-03 00:00:00+00:00,97.942,98.591,97.884,98.418,21178.0
2014-09-04 00:00:00+00:00,98.378,98.682,98.252,98.546,20767.0
2014-09-07 00:00:00+00:00,98.338,98.594,98.076,98.416,17788.0
2014-09-08 00:00:00+00:00,98.419,98.655,97.623,97.742,26555.0
2014-09-09 00:00:00+00:00,97.718,97.928,97.268,97.844,28551.0
2014-09-10 00:00:00+00:00,97.85,98.348,97.252,97.45,33083.0
2014-09-11 00:00:00+00:00,97.418,97.5,96.929,97.002,24796.0
2014-09-14 00:00:00+00:00,96.584,96.895,96.398,96.77,18682.0
2014-09-15 00:00:00+00:00,96.774,97.53,96.37,97.419,27112.0
2014-09-16 00:00:00+00:00,97.412,97.55,96.994,97.095,37252.0
2014-09-17 00:00:00+00:00,97.092,97.734,97.009,97.71,28438.0
2014-09-18 00:00:00+00:00,97.712,97.926,97.2,97.315,35507.0
2014-09-21 00:00:00+00:00,97.376,97.522,96.5,96.562,24720.0
2014-09-22 00:00:00+00:00,96.566,96.984,96.181,96.274,27076.0
2014-09-23 00:00:00+00:00,96.278,96.918,96.091,96.889,25383.0
2014-09-24 00:00:00+00:00,96.886,96.948,95.41,95.567,34330.0
2014-09-25 00:00:00+00:00,95.56,95.996,95.371,95.793,29733.0
2014-09-28 00:00:00+00:00,95.678,95.834,95.134,95.452,31801.0
2014-09-29 00:00:00+00:00,95.472,96.033,95.128,95.912,31928.0
2014-09-30 00:00:00+00:00,95.932,95.953,95.098,95.15,38916.0
2014-10-01 00:00:00+00:00,95.14,95.818,94.886,95.433,50624.0
2014-10-02 00:00:00+00:00,95.433,95.884,94.954,95.208,33246.0
2014-10-05 00:00:00+00:00,95.2,95.562,95.034,95.326,28753.0
2014-10-06 00:00:00+00:00,95.33,95.588,95.099,95.247,42251.0
2014-10-07 00:00:00+00:00,95.232,95.7,94.712,95.542,46742.0
2014-10-08 00:00:00+00:00,95.546,95.84,94.442,94.708,46960.0
2014-10-09 00:00:00+00:00,94.696,94.7,93.446,93.495,40686.0
2014-10-12 00:00:00+00:00,93.49,94.314,92.872,93.722,36997.0
2014-10-13 00:00:00+00:00,93.705,94.516,92.954,93.281,40252.0
2014-10-14 00:00:00+00:00,93.281,94.018,92.192,93.521,69195.0
2014-10-15 00:00:00+00:00,93.526,93.528,91.765,93.104,69199.0
2014-10-16 00:00:00+00:00,93.121,93.735,92.754,93.474,43124.0
2014-10-19 00:00:00+00:00,93.905,94.218,93.594,93.944,29232.0
2014-10-20 00:00:00+00:00,93.952,94.196,93.563,93.943,37344.0
2014-10-21 00:00:00+00:00,93.943,94.572,93.583,94.057,29772.0
2014-10-22 00:00:00+00:00,94.049,94.938,93.803,94.866,32620.0
2014-10-23 00:00:00+00:00,94.852,95.289,94.126,95.15,27763.0
2014-10-26 00:00:00+00:00,95.388,95.394,94.744,94.902,21824.0
2014-10-27 00:00:00+00:00,94.905,95.84,94.84,95.79,22893.0
2014-10-28 00:00:00+00:00,95.763,96.284,95.546,95.8,30303.0
2014-10-29 00:00:00+00:00,95.781,96.682,95.385,96.476,33768.0
