date,open,high,low,close,volume
2014-01-01 00:00:00+00:00,1.08427,1.08972,1.08097,1.08861,82331.0
2014-01-02 00:00:00+00:00,1.08864,1.09064,1.08037,1.08148,75423.0
2014-01-05 00:00:00+00:00,1.08247,1.0861,1.07976,1.08153,70251.0
2014-01-06 00:00:00+00:00,1.08156,1.08288,1.0755,1.07757,81932.0
2014-01-07 00:00:00+00:00,1.07758,1.07896,1.0751,1.07675,80461.0
2014-01-08 00:00:00+00:00,1.07672,1.07905,1.07359,1.07813,76874.0
2014-01-09 00:00:00+00:00,1.07814,1.08484,1.07774,1.08335,86287.0
2014-01-12 00:00:00+00:00,1.08503,1.08626,1.0796,1.08076,83938.0
2014-01-13 00:00:00+00:00,1.08075,1.08146,1.06751,1.06954,79797.0
2014-01-14 00:00:00+00:00,1.06958,1.0715,1.0641,1.06896,77854.0
2014-01-15 00:00:00+00:00,1.06894,1.07004,1.05424,1.05564,87732.0
2014-01-16 00:00:00+00:00,1.05567,1.06476,1.05544,1.06364,69078.0
2014-01-19 00:00:00+00:00,1.06295,1.07056,1.05838,1.05838,58629.0
2014-01-20 00:00:00+00:00,1.05852,1.06038,1.05646,1.05892,70655.0
2014-01-21 00:00:00+00:00,1.05896,1.0672,1.05768,1.06514,71883.0
2014-01-22 00:00:00+00:00,1.06513,1.06714,1.05308,1.05586,99202.0
2014-01-23 00:00:00+00:00,1.05586,1.05874,1.0492,1.05682,99758.0
2014-01-26 00:00:00+00:00,1.05652,1.06294,1.05498,1.06128,85469.0
2014-01-27 00:00:00+00:00,1.06131,1.06532,1.06028,1.06282,76923.0
2014-01-28 00:00:00+00:00,1.0628,1.06708,1.0568,1.06369,104028.0
2014-01-29 00:00:00+00:00,1.06378,1.07936,1.06284,1.07684,93774.0
2014-01-30 00:00:00+00:00,1.07686,1.08322,1.07269,1.08273,95691.0
2014-02-02 00:00:00+00:00,1.0822,1.0877,1.07742,1.08247,88257.0
2014-02-03 00:00:00+00:00,1.08252,1.09477,1.08194,1.08264,110438.0
2014-02-04 00:00:00+00:00,1.08272,1.08733,1.08185,1.08436,85488.0
2014-02-05 00:00:00+00:00,1.08436,1.09052,1.083,1.08624,79496.0
2014-02-06 00:00:00+00:00,1.08625,1.08868,1.07971,1.08002,77094.0
2014-02-09 00:00:00+00:00,1.08096,1.0829,1.07826,1.08243,48202.0
2014-02-10 00:00:00+00:00,1.0824,1.08668,1.08132,1.08609,70210.0
2014-02-11 00:00:00+00:00,1.08614,1.0873,1.08227,1.08463,55926.0
2014-02-12 00:00:00+00:00,1.08546,1.08547,1.07357,1.07643,73339.0
