time,open,high,low,close,volume,bid_close,ask_close
2025-12-08T02:25:00Z,154.981,155.038,154.962,155.031,712.0,155.023,155.039
2025-12-08T02:30:00Z,155.032,155.071,155.032,155.03433333333334,880.0,155.046,155.065
2025-12-08T02:35:00Z,155.058,155.066,155.03,155.03615555555555,809.0,155.04,155.056
2025-12-08T02:40:00Z,155.049,155.05,155.006,155.0329348148148,693.0,155.004,155.02
2025-12-08T02:45:00Z,155.014,155.016,154.98,155.02907683950616,677.0,154.996,155.013
2025-12-08T02:50:00Z,155.005,155.02,154.987,155.02546659423868,715.0,154.995,155.008
2025-12-08T02:55:00Z,155.001,155.02,154.992,155.02300438167353,799.0,155.0,155.014
2025-12-08T03:00:00Z,155.004,155.016,154.992,155.01913713078372,502.0,154.986,155.001
2025-12-08T03:05:00Z,154.994,155.014,154.976,155.0149855133459,586.0,154.981,154.994
2025-12-08T03:10:00Z,154.987,155.043,154.984,155.01672077823312,470.0,155.02,155.037
2025-12-08T03:15:00Z,155.026,155.027,155.0,155.01635800780204,512.0,155.004,155.023
2025-12-08T03:20:00Z,155.014,155.034,155.0,155.0185769400951,406.0,155.027,155.039
2025-12-08T03:25:00Z,155.034,155.046,155.022,155.02036668141577,697.0,155.023,155.04
2025-12-08T03:30:00Z,155.031,155.056,155.023,155.023784457227,713.0,155.038,155.053
2025-12-08T03:35:00Z,155.046,155.062,155.044,155.02754652959675,477.0,155.044,155.061
2025-12-08T03:40:00Z,155.052,155.088,155.052,155.0353403256505,413.0,155.08,155.092
2025-12-08T03:45:00Z,155.085,155.089,155.062,155.04102828223046,565.0,155.071,155.086
2025-12-08T03:50:00Z,155.08,155.109,155.075,155.0458245112664,538.0,155.069,155.085
2025-12-08T03:55:00Z,155.078,155.116,155.078,155.05384790976422,504.0,155.098,155.113
2025-12-08T04:00:00Z,155.106,155.124,155.074,155.056934855129,553.0,155.07,155.084
2025-12-08T04:05:00Z,155.076,155.09,155.058,155.0605435411118,665.0,155.076,155.091
2025-12-08T04:10:00Z,155.082,155.11,155.082,155.06687106896356,501.0,155.101,155.115
2025-12-08T04:15:00Z,155.108,155.109,155.08,155.06928825976843,568.0,155.078,155.092
2025-12-08T04:20:00Z,155.084,155.086,155.059,155.0703164917993,689.0,155.069,155.085
2025-12-08T04:25:00Z,155.078,155.099,155.076,155.07387429289273,738.0,155.089,155.105
2025-12-08T04:30:00Z,155.098,155.102,155.073,155.0744243871737,626.0,155.069,155.087
2025-12-08T04:35:00Z,155.078,155.092,155.06,155.07650113555056,570.0,155.081,155.099
2025-12-08T04:40:00Z,155.092,155.108,155.064,155.0761676508105,739.0,155.068,155.081
2025-12-08T04:45:00Z,155.076,155.098,155.071,155.07641196403577,626.0,155.07,155.087
2025-12-08T04:50:00Z,155.078,155.086,155.06,155.07755703549768,378.0,155.078,155.092
2025-12-08T04:55:00Z,155.086,155.1,155.074,155.077482764098,479.0,155.069,155.085
2025-12-08T05:00:00Z,155.075,155.122,155.071,155.0814183955516,527.0,155.1,155.114
2025-12-08T05:05:00Z,155.109,155.122,155.098,155.08576260947805,465.0,155.107,155.121
2025-12-08T05:10:00Z,155.114,155.146,155.114,155.09352759488098,402.0,155.135,155.152
2025-12-08T05:15:00Z,155.144,155.173,155.134,155.10399058223018,585.0,155.163,155.18
2025-12-08T05:20:00Z,155.172,155.198,155.157,155.1142585045995,687.0,155.172,155.19
2025-12-08T05:25:00Z,155.18,155.225,155.178,155.12675737065288,819.0,155.201,155.216
2025-12-08T05:30:00Z,155.21,155.222,155.189,155.13532305456584,662.0,155.183,155.199
2025-12-08T05:35:00Z,155.192,155.219,155.184,155.1431466472904,720.0,155.187,155.202
2025-12-08T05:40:00Z,155.197,155.217,155.182,155.14886042765167,487.0,155.177,155.194
2025-12-08T05:45:00Z,155.189,155.222,155.184,155.1567457039648,741.0,155.2,155.216
2025-12-08T05:50:00Z,155.21,155.268,155.21,155.1678462767695,1090.0,155.232,155.248
2025-12-08T05:55:00Z,155.241,155.246,155.193,155.17240010653356,1187.0,155.193,155.21
2025-12-08T06:00:00Z,155.203,155.204,155.13,155.16994675899576,1659.0,155.147,155.162
2025-12-08T06:05:00Z,155.154,155.187,155.14,155.168620524463,786.0,155.151,155.17
2025-12-08T06:10:00Z,155.159,155.181,155.104,155.16253778786793,1035.0,155.114,155.132
2025-12-08T06:15:00Z,155.124,155.206,155.12,155.16806608281888,1029.0,155.196,155.213
2025-12-08T06:20:00Z,155.205,155.268,155.204,155.1805906051097,776.0,155.255,155.27
2025-12-08T06:25:00Z,155.262,155.291,155.258,155.19171185776173,689.0,155.255,155.274
2025-12-08T06:30:00Z,155.266,155.278,155.23,155.19815027672684,715.0,155.232,155.248
2025-12-08T06:35:00Z,155.24,155.242,155.18,155.1971969064966,669.0,155.185,155.197
2025-12-08T06:40:00Z,155.192,155.228,155.181,155.19943731896373,525.0,155.207,155.222
2025-12-08T06:45:00Z,155.215,155.268,155.212,155.2055123431019,666.0,155.235,155.255
2025-12-08T06:50:00Z,155.244,155.273,155.244,155.211710697355,616.0,155.243,155.261
2025-12-08T06:55:00Z,155.25,155.253,155.21,155.21414927104098,820.0,155.222,155.237
2025-12-08T07:00:00Z,155.229,155.254,155.214,155.2165293682355,744.0,155.222,155.241
2025-12-08T07:05:00Z,155.234,155.276,155.217,155.2168587858041,795.0,155.211,155.227
2025-12-08T07:10:00Z,155.22,155.221,155.168,155.2134109476969,795.0,155.182,155.2
2025-12-08T07:15:00Z,155.193,155.23,155.191,155.21562282133732,554.0,155.222,155.239
2025-12-08T07:20:00Z,155.231,155.251,155.222,155.21860644515903,748.0,155.231,155.245
2025-12-08T07:25:00Z,155.236,155.315,155.225,155.22999225247116,738.0,155.295,155.313
2025-12-08T07:30:00Z,155.304,155.306,155.276,155.23652661880834,805.0,155.271,155.287
2025-12-08T07:35:00Z,155.278,155.289,155.222,155.23618973630056,748.0,155.226,155.242
2025-12-08T07:40:00Z,155.234,155.264,155.218,155.23936443812715,700.0,155.251,155.268
2025-12-08T07:45:00Z,155.259,155.336,155.258,155.2522491797102,945.0,155.328,155.343
2025-12-08T07:50:00Z,155.334,155.354,155.312,155.2604826224155,796.0,155.305,155.322
2025-12-08T07:55:00Z,155.313,155.357,155.31,155.27321827276012,705.0,155.348,155.364
2025-12-08T08:00:00Z,155.356,155.39,155.278,155.2750558363921,1313.0,155.279,155.295
2025-12-08T08:05:00Z,155.286,155.318,155.28,155.27758172487316,1247.0,155.286,155.303
2025-12-08T08:10:00Z,155.294,155.344,155.262,155.28643749489007,1146.0,155.336,155.351
2025-12-08T08:15:00Z,155.343,155.365,155.326,155.29677916223807,1165.0,155.357,155.372
2025-12-08T08:20:00Z,155.364,155.402,155.34,155.30827527393967,1148.0,155.374,155.392
2025-12-08T08:25:00Z,155.382,155.458,155.382,155.32663857074772,1399.0,155.437,155.455
2025-12-08T08:30:00Z,155.448,155.464,155.426,155.34042009464804,827.0,155.421,155.438
2025-12-08T08:35:00Z,155.429,155.453,155.425,155.35543074869497,676.0,155.446,155.46
2025-12-08T08:40:00Z,155.454,155.459,155.426,155.3664399822023,554.0,155.43,155.445
2025-12-08T08:45:00Z,155.438,155.448,155.392,155.370114651242,504.0,155.384,155.404
2025-12-08T08:50:00Z,155.394,155.413,155.382,155.37343269774308,516.0,155.387,155.403
2025-12-08T08:55:00Z,155.394,155.424,155.373,155.3761750047107,799.0,155.386,155.402
2025-12-08T09:00:00Z,155.396,155.47,155.396,155.3854850040826,946.0,155.439,155.454
2025-12-08T09:05:00Z,155.447,155.463,155.418,155.39542033687158,539.0,155.452,155.469
2025-12-08T09:10:00Z,155.461,155.524,155.459,155.4066976252887,1071.0,155.471,155.49
2025-12-08T09:15:00Z,155.481,155.537,155.478,155.42380460858354,949.0,155.526,155.544
2025-12-08T09:20:00Z,155.535,155.546,155.468,155.42996399410575,1093.0,155.462,155.478
2025-12-08T09:25:00Z,155.469,155.522,155.44,155.43130212822498,793.0,155.432,155.449
2025-12-08T09:30:00Z,155.439,155.46,155.428,155.43112851112832,681.0,155.421,155.439
2025-12-08T09:35:00Z,155.43,155.454,155.422,155.4317780429779,636.0,155.426,155.445
2025-12-08T09:40:00Z,155.437,155.454,155.41,155.43074097058084,790.0,155.416,155.431
2025-12-08T09:45:00Z,155.424,155.468,155.42,155.4354421745034,766.0,155.457,155.474
2025-12-08T09:50:00Z,155.464,155.479,155.442,155.43658321790295,739.0,155.435,155.453
2025-12-08T09:55:00Z,155.444,155.494,155.443,155.44197212218256,745.0,155.468,155.486
2025-12-08T10:00:00Z,155.476,155.524,155.475,155.44890917255822,824.0,155.485,155.503
2025-12-08T10:05:00Z,155.494,155.494,155.435,155.44758794955047,683.0,155.43,155.448
2025-12-08T10:10:00Z,155.44,155.46,155.424,155.44684288961042,632.0,155.434,155.45
2025-12-08T10:15:00Z,155.443,155.452,155.412,155.4453971709957,750.0,155.427,155.445
2025-12-08T10:20:00Z,155.436,155.458,155.43,155.44694421486295,471.0,155.449,155.465
2025-12-08T10:25:00Z,155.456,155.468,155.439,155.44655165288123,743.0,155.436,155.453
2025-12-08T10:30:00Z,155.444,155.448,155.411,155.44181143249708,605.0,155.402,155.42
2025-12-08T10:35:00Z,155.412,155.445,155.411,155.4410365748308,544.0,155.427,155.444
2025-12-08T10:40:00Z,155.436,155.456,155.42,155.4430316981867,495.0,155.447,155.466
2025-12-08T10:45:00Z,155.456,155.483,155.45,155.4474274717618,499.0,155.467,155.484
2025-12-08T10:50:00Z,155.478,155.514,155.47,155.45563714219358,700.0,155.501,155.517
2025-12-08T10:55:00Z,155.51,155.534,155.496,155.46328552323445,958.0,155.504,155.522
2025-12-08T11:00:00Z,155.514,155.558,155.499,155.47404745346986,766.0,155.536,155.552
2025-12-08T11:05:00Z,155.544,155.577,155.536,155.48270779300722,753.0,155.531,155.547
2025-12-08T11:10:00Z,155.536,155.536,155.476,155.4823467539396,600.0,155.472,155.488
