Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Interval,SMA_20,EMA_20,RSI,MACD_line,MACD_signal,MACD_hist,BB_upper,BB_lower
1999-01-22 00:00:00-05:00,0.040122485965173114,0.04477944483366039,0.03558474953472928,0.037615176290273666,2714688000,0.0,0.0,NVDA,1d,,0.037615176290273666,,0.0,0.0,0.0,,
1999-01-25 00:00:00-05:00,0.04060027786934744,0.04203276430179699,0.03761516699836887,0.04155588150024414,510480000,0.0,0.0,NVDA,1d,,0.037990481548366095,,0.0003143582503680187,6.287165007360374e-05,0.00025148660029441496,,
1999-01-26 00:00:00-05:00,0.04203276193217376,0.04286914310732647,0.037734383863253326,0.03833140805363655,343200000,0.0,0.0,NVDA,1d,,0.03802295073934424,,0.0002998449436578121,0.00011026630879044542,0.0001895786348673667,,
1999-01-27 00:00:00-05:00,0.038450613993488925,0.039406217246293666,0.036300969597851375,0.03821217268705368,244368000,0.0,0.0,NVDA,1d,,0.03804097187722132,,0.0002755454297425422,0.0001433221329808648,0.0001322232967616774,,
1999-01-28 00:00:00-05:00,0.03821219992142065,0.03845064139779645,0.03785362040087487,0.03809206187725067,227520000,0.0,0.0,NVDA,1d,,0.03804583759150983,,0.0002437857410811442,0.00016341485460092067,8.037088648022353e-05,,
1999-01-29 00:00:00-05:00,0.038092068631132896,0.03821220669660385,0.03630100190639496,0.03630100190639496,244032000,0.0,0.0,NVDA,1d,,0.03787966276435604,,7.324803016897641e-05,0.00014538148971453185,-7.213345954555544e-05,,
1999-02-01 00:00:00-05:00,0.036300998441948285,0.037256599037648275,0.036300998441948285,0.03701815754175186,154704000,0.0,0.0,NVDA,1d,,0.037797614647917546,,-3.989875333954007e-06,0.00011550721670483468,-0.00011949709203878868,,
1999-02-02 00:00:00-05:00,0.03630098379205733,0.0372565840021083,0.033077428118861975,0.03415225073695183,264096000,0.0,0.0,NVDA,1d,,0.03745043713258748,,-0.00029307778144897073,3.3790217074073594e-05,-0.0003268679985230443,,
1999-02-03 00:00:00-05:00,0.03367445207583682,0.03534629548566532,0.033435091664154946,0.03486849367618561,75120000,0.0,0.0,NVDA,1d,,0.0372045377557873,,-0.00045909504856374295,-6.478683605348973e-05,-0.0003943082125102532,,
1999-02-04 00:00:00-05:00,0.03534629545847233,0.03773438549014966,0.0348684936493602,0.03677878528833389,181920000,0.0,0.0,NVDA,1d,,0.03716398990174412,,-0.000431545769709496,-0.000138138622784691,-0.000293407146924805,,
1999-02-05 00:00:00-05:00,0.03737580425950953,0.038212185429803994,0.03642111970187469,0.037853606045246124,136848000,0.0,0.0,NVDA,1d,,0.03722966762969669,,-0.00031930298920437167,-0.00017437149606862714,-0.00014493149313574453,,
1999-02-08 00:00:00-05:00,0.03809204945936963,0.03821218746437502,0.03654034063220024,0.03654034063220024,154080000,0.0,0.0,NVDA,1d,,0.037164017439458935,,-0.00033248662159627435,-0.0002059945211741566,-0.00012649210042211775,,
1999-02-09 00:00:00-05:00,0.03725658749534333,0.03749503233377806,0.034629140199580376,0.03510694205760956,86976000,0.0,0.0,NVDA,1d,,0.03696810549833042,,-0.0004533718424222788,-0.000255469985423781,-0.00019790185699849778,,
1999-02-10 00:00:00-05:00,0.0351069445277532,0.03606254489463929,0.03415225634209103,0.03474928066134453,148224000,0.0,0.0,NVDA,1d,,0.03675678884718891,,-0.0005714472482709482,-0.0003186654379932145,-0.0002527818102777337,,
1999-02-11 00:00:00-05:00,0.0348684971745822,0.0391668758633929,0.0348684971745822,0.037734389305114746,132240000,0.0,0.0,NVDA,1d,,0.036849893652705655,50.26410277106125,-0.0004193159251647677,-0.00033879553542752515,-8.052038973724253e-05,,
1999-02-12 00:00:00-05:00,0.03821218413253786,0.04012247219679348,0.03821218413253786,0.03988403081893921,109728000,0.0,0.0,NVDA,1d,,0.03713885909710885,45.97694513748796,-0.00012386481421906848,-0.0002958093911858338,0.00017194457696676532,,
1999-02-16 00:00:00-05:00,0.040600277283628215,0.04227212410663083,0.03606253862317572,0.04012247547507286,211008000,0.0,0.0,NVDA,1d,,0.037423013037867325,55.03325310044019,0.00012804676737263043,-0.00021103815947414096,0.0003390849268467714,,
1999-02-17 00:00:00-05:00,0.03916689072680388,0.03964469276554271,0.03725660158617354,0.03797284513711929,67728000,0.0,0.0,NVDA,1d,,0.03747537799970085,49.3963307766063,0.0001524736859069009,-0.0001383357903979326,0.0002908094763048335,,
1999-02-18 00:00:00-05:00,0.039166869751388785,0.03964467153424577,0.03749502643471403,0.038569848984479904,70704000,0.0,0.0,NVDA,1d,,0.03757961333158456,51.17683686291105,0.00021749823171713506,-6.716898597491908e-05,0.0002846672176920541,,
1999-02-19 00:00:00-05:00,0.03821218413253786,0.04060027396630917,0.037734382363022165,0.03988403081893921,75360000,0.0,0.0,NVDA,1d,0.037567158974707124,0.037799081663713575,59.037666811372766,0.0003707997944972022,2.042477011950518e-05,0.000350375024377697,0.04146725932385697,0.03366705862555728
1999-02-22 00:00:00-05:00,0.040600277283628215,0.04107807909218357,0.03797282684351489,0.04012247547507286,205248000,0.0,0.0,NVDA,1d,0.037692523933947085,0.03802035726479541,58.02396359299445,0.0005057034439509764,0.00011748050488579943,0.00038822293906517693,0.041756854714056206,0.033628193153837964
1999-02-23 00:00:00-05:00,0.04107808968831152,0.04286915596378523,0.03868999904340699,0.04203277453780174,138096000,0.0,0.0,NVDA,1d,0.037716368585824965,0.03840249224317697,71.42793472103934,0.0007580227134107859,0.0002455889465907968,0.0005124337668199891,0.04188050366500588,0.03355223350664405
1999-02-24 00:00:00-05:00,0.04824234514657689,0.05015354880464369,0.044301631030933084,0.045376453548669815,612768000,0.0,0.0,NVDA,1d,0.03806862086057663,0.03906667903417629,75.00005760976211,0.001213802544043581,0.00043923166608135364,0.0007745708779622273,0.04346222514984155,0.03267501657131171
1999-02-25 00:00:00-05:00,0.047287661660536454,0.04872015150391487,0.04322680916811562,0.043943971395492554,149136000,0.0,0.0,NVDA,1d,0.03835521079599857,0.03953118306858736,67.44367642129427,0.001442790415721304,0.0006399434160093437,0.0008028469997119602,0.04435588716661476,0.032354534425382386
1999-02-26 00:00:00-05:00,0.04442178661441764,0.04585427347367368,0.04155589388173624,0.041913557797670364,172608000,0.0,0.0,NVDA,1d,0.03854628559201956,0.0397580758999286,59.44453563026862,0.0014437844963750557,0.0008007116320824861,0.0006430728642925695,0.04475156262939956,0.032341008554639554
1999-03-01 00:00:00-05:00,0.042988358234521636,0.043943961649834246,0.04012246700227197,0.04215289279818535,92160000,0.0,0.0,NVDA,1d,0.03883888013660908,0.03998615369976258,63.74296755304962,0.0014472022006733545,0.0009300097458006598,0.0005171924548726947,0.04514935655762071,0.03252840371559745
1999-03-02 00:00:00-05:00,0.04203277132226991,0.042272131776920734,0.04107808654581363,0.04179432988166809,55248000,0.0,0.0,NVDA,1d,0.039077688753604886,0.04015836095518215,67.28463769634193,0.0014047842468752209,0.0010249646460155722,0.0003798196008596487,0.045459143734584824,0.03269623377262495
1999-03-03 00:00:00-05:00,0.04203277181228825,0.04203277181228825,0.03868999653464768,0.03892843797802925,61392000,0.0,0.0,NVDA,1d,0.03931649811565876,0.040041225433548544,59.56192406879331,0.0011269237124482204,0.0010453564593021019,8.156725314611849e-05,0.04526462182447081,0.03336837440684671
1999-03-04 00:00:00-05:00,0.040838732218302004,0.041078092708864686,0.03773439795448216,0.03809206187725067,57360000,0.0,0.0,NVDA,1d,0.03947767652571201,0.039855590809139224,50.907596312292085,0.0008296648160407705,0.0010022181306498356,-0.00017255331460906513,0.0450831393757283,0.03387221367569573
1999-03-05 00:00:00-05:00,0.03845063035651494,0.04036091866153363,0.03845063035651494,0.040241699665784836,78768000,0.0,0.0,NVDA,1d,0.03965082224458456,0.03989236308120071,50.907587030932895,0.000758795876732346,0.0009535336798663377,-0.00019473780313399166,0.04511748473109847,0.034184159758070654
1999-03-08 00:00:00-05:00,0.03916687874779073,0.04203277108937848,0.038450635415904766,0.04083872586488724,75888000,0.0,0.0,NVDA,1d,0.03980007823556662,0.03998249287012324,51.7850063808916,0.0007422505541059138,0.000911277054714253,-0.00016902650060833925,0.045222962998048684,0.03437719347308455
1999-03-09 00:00:00-05:00,0.04071949109162419,0.04274991688753757,0.04071949109162419,0.04215289279818535,143184000,0.0,0.0,NVDA,1d,0.040080705843865874,0.040189197625176774,60.86997124585597,0.0008256628281619119,0.0008941542094037849,-6.849138124187298e-05,0.045372631888252746,0.034788779799479
