time,open,high,low,close,volume,bid_close,ask_close,close_ema_14
2024-09-17T21:00:00Z,142.38,142.398,142.338,142.356,329.0,142.332,142.38,142.356
2024-09-17T22:00:00Z,142.355,142.377,142.012,142.05,2798.0,142.039,142.06,142.3152
2024-09-17T23:00:00Z,142.046,142.106,141.894,142.012,7082.0,142.002,142.021,142.27477333333334
2024-09-18T00:00:00Z,142.014,142.027,141.571,141.652,14116.0,141.643,141.66,142.1917368888889
2024-09-18T01:00:00Z,141.65,141.766,141.472,141.521,13715.0,141.511,141.531,142.1023053037037
2024-09-18T02:00:00Z,141.52,141.628,141.382,141.472,8990.0,141.463,141.481,142.01826459654322
2024-09-18T03:00:00Z,141.47,141.472,141.297,141.394,7941.0,141.387,141.402,141.93502931700414
2024-09-18T04:00:00Z,141.394,141.558,141.225,141.319,8145.0,141.311,141.327,141.85289207473693
2024-09-18T05:00:00Z,141.318,141.547,141.283,141.537,9683.0,141.529,141.545,141.81077313143868
2024-09-18T06:00:00Z,141.534,141.706,141.444,141.549,10591.0,141.54,141.558,141.77587004724685
2024-09-18T07:00:00Z,141.55,141.93,141.533,141.88,12583.0,141.873,141.887,141.7897540409473
2024-09-18T08:00:00Z,141.882,142.0,141.652,141.713,12935.0,141.704,141.722,141.779520168821
2024-09-18T09:00:00Z,141.714,141.814,141.57,141.649,10839.0,141.641,141.657,141.76211747964487
2024-09-18T10:00:00Z,141.648,141.71,141.553,141.609,10802.0,141.599,141.619,141.74170181569224
2024-09-18T11:00:00Z,141.61,141.914,141.564,141.85,12585.0,141.841,141.858,141.75614157359993
2024-09-18T12:00:00Z,141.848,142.062,141.814,141.926,14122.0,141.917,141.936,141.77878936378661
2024-09-18T13:00:00Z,141.922,141.922,141.677,141.764,13505.0,141.757,141.772,141.77681744861508
2024-09-18T14:00:00Z,141.762,142.068,141.696,142.004,14408.0,141.995,142.012,141.8071084554664
2024-09-18T15:00:00Z,142.003,142.038,141.864,141.938,11662.0,141.931,141.944,141.8245606614042
2024-09-18T16:00:00Z,141.936,141.994,141.844,141.884,9292.0,141.876,141.892,141.83248590655032
2024-09-18T17:00:00Z,141.885,142.068,141.812,141.993,10359.0,141.943,142.043,141.85388778567693
2024-09-18T18:00:00Z,141.987,141.987,140.442,141.138,34856.0,141.128,141.147,141.75843608092
2024-09-18T19:00:00Z,141.129,142.714,141.129,142.442,31810.0,142.433,142.45,141.84957793679735
2024-09-18T20:00:00Z,142.442,142.492,142.204,142.28,16307.0,142.265,142.294,141.90696754522438
2024-09-18T21:00:00Z,142.248,142.248,142.122,142.124,693.0,142.093,142.154,141.93590520586113
2024-09-18T22:00:00Z,142.123,142.214,141.883,142.112,3213.0,142.1,142.125,141.95938451174632
2024-09-18T23:00:00Z,142.11,142.76,142.11,142.705,9400.0,142.694,142.716,142.05879991018014
2024-09-19T00:00:00Z,142.704,143.594,142.704,143.488,21169.0,143.479,143.497,142.24935992215612
2024-09-19T01:00:00Z,143.49,143.946,143.42,143.732,16829.0,143.723,143.74,142.44704526586864
2024-09-19T02:00:00Z,143.734,143.766,143.174,143.206,16600.0,143.198,143.214,142.54823923041948
2024-09-19T03:00:00Z,143.206,143.326,142.952,143.172,14611.0,143.163,143.181,142.6314073330302
2024-09-19T04:00:00Z,143.174,143.299,143.058,143.178,10859.0,143.168,143.188,142.70428635529285
