time,open,high,low,close,volume,bid_close,ask_close,close_ema_14
2024-02-09T02:00:00Z,1.34622,1.34634,1.34588,1.34602,2317.0,1.34593,1.34612,1.34602
2024-02-09T03:00:00Z,1.34604,1.34644,1.34604,1.34633,1739.0,1.34623,1.34643,1.3460613333333333
2024-02-09T04:00:00Z,1.34632,1.3466,1.34622,1.3465,1400.0,1.3464,1.34659,1.3461198222222222
2024-02-09T05:00:00Z,1.34651,1.3466,1.34612,1.34648,1142.0,1.3464,1.34656,1.3461678459259259
2024-02-09T06:00:00Z,1.34648,1.34651,1.34576,1.34605,1207.0,1.34596,1.34614,1.3461521331358024
2024-02-09T07:00:00Z,1.34604,1.34606,1.34546,1.34597,2654.0,1.34587,1.34607,1.3461278487176955
2024-02-09T08:00:00Z,1.34596,1.34646,1.34572,1.34613,4629.0,1.34604,1.34622,1.346128135555336
2024-02-09T09:00:00Z,1.34614,1.34642,1.34498,1.34575,4336.0,1.34567,1.34583,1.3460777174812912
2024-02-09T10:00:00Z,1.34576,1.34608,1.34544,1.34595,3225.0,1.34586,1.34604,1.3460606884837858
2024-02-09T11:00:00Z,1.34594,1.34597,1.34519,1.3453,2820.0,1.34521,1.3454,1.3459592633526145
2024-02-09T12:00:00Z,1.34531,1.3455,1.34501,1.34546,2957.0,1.34538,1.34554,1.3458926949055992
2024-02-09T13:00:00Z,1.34546,1.34548,1.3413,1.3438,9629.0,1.34372,1.34388,1.3456136689181861
2024-02-09T14:00:00Z,1.3438,1.34502,1.34311,1.34414,8478.0,1.34405,1.34422,1.3454171797290946
2024-02-09T15:00:00Z,1.34412,1.34622,1.34357,1.34616,6517.0,1.34609,1.34624,1.3455162224318822
2024-02-09T16:00:00Z,1.3462,1.34818,1.34576,1.34798,4136.0,1.34789,1.34806,1.3458447261076314
2024-02-09T17:00:00Z,1.34797,1.34807,1.3468,1.347,3684.0,1.34691,1.34709,1.3459987626266139
2024-02-09T18:00:00Z,1.34699,1.34705,1.34594,1.34594,2670.0,1.34585,1.34604,1.3459909276097322
2024-02-09T19:00:00Z,1.34595,1.3463,1.3453,1.3463,2389.0,1.3462,1.34639,1.3460321372617678
2024-02-09T20:00:00Z,1.34629,1.34657,1.34582,1.34582,2538.0,1.34572,1.34592,1.3460038522935323
2024-02-09T21:00:00Z,1.34582,1.34628,1.34564,1.34584,1485.0,1.3456,1.34609,1.3459820053210612
2024-02-11T22:00:00Z,1.34663,1.34663,1.34598,1.3461,480.0,1.34585,1.34634,1.3459977379449197
2024-02-11T23:00:00Z,1.3461,1.3466,1.34572,1.34581,1286.0,1.3457,1.34592,1.3459727062189304
2024-02-12T00:00:00Z,1.34582,1.34582,1.34528,1.34541,1207.0,1.34532,1.3455,1.3458976787230732
2024-02-12T01:00:00Z,1.3454,1.34598,1.3454,1.34588,986.0,1.34578,1.34599,1.3458953215599967
2024-02-12T02:00:00Z,1.34586,1.3462,1.34582,1.34608,1191.0,1.34599,1.34617,1.3459199453519972
2024-02-12T03:00:00Z,1.3461,1.34644,1.34591,1.34614,1091.0,1.34604,1.34624,1.3459492859717308
2024-02-12T04:00:00Z,1.34612,1.34627,1.34592,1.34622,775.0,1.34612,1.34632,1.3459853811755003
2024-02-12T05:00:00Z,1.34624,1.34636,1.34589,1.34614,948.0,1.34605,1.34624,1.3460059970187668
2024-02-12T06:00:00Z,1.34614,1.34622,1.34588,1.34604,1150.0,1.34596,1.34613,1.346010530749598
2024-02-12T07:00:00Z,1.34605,1.34612,1.34504,1.34534,3486.0,1.34526,1.34542,1.3459211266496516
2024-02-12T08:00:00Z,1.34532,1.3467,1.34531,1.34666,4920.0,1.34656,1.34675,1.346019643096365
2024-02-12T09:00:00Z,1.34665,1.34687,1.34606,1.34656,3237.0,1.34647,1.34665,1.3460916906835163
2024-02-12T10:00:00Z,1.34656,1.34699,1.34626,1.34644,3110.0,1.34635,1.34653,1.3461381319257142
2024-02-12T11:00:00Z,1.34642,1.3469,1.3462,1.34665,3263.0,1.34655,1.34675,1.3462063810022855
2024-02-12T12:00:00Z,1.34664,1.34723,1.34632,1.34658,3195.0,1.34647,1.34668,1.3462561968686475
2024-02-12T13:00:00Z,1.34657,1.34753,1.3463,1.34729,4276.0,1.34719,1.34739,1.3463940372861614
2024-02-12T14:00:00Z,1.34732,1.34733,1.3448,1.34508,5037.0,1.345,1.34517,1.346218832314673
2024-02-12T15:00:00Z,1.3451,1.34658,1.3445,1.3448,5766.0,1.34471,1.34488,1.3460296546727168
2024-02-12T16:00:00Z,1.34481,1.34497,1.34366,1.34386,5180.0,1.34377,1.34394,1.3457403673830215
2024-02-12T17:00:00Z,1.34384,1.34412,1.3434,1.34364,2608.0,1.34354,1.34373,1.3454603183986187
2024-02-12T18:00:00Z,1.34362,1.34392,1.34302,1.34376,2971.0,1.34366,1.34386,1.3452336092788029
2024-02-12T19:00:00Z,1.34377,1.34592,1.34361,1.34556,3846.0,1.34548,1.34563,1.3452771280416291
2024-02-12T20:00:00Z,1.34556,1.34567,1.34496,1.34498,3689.0,1.3449,1.34506,1.3452375109694121
2024-02-12T21:00:00Z,1.34498,1.34538,1.3449,1.34511,1167.0,1.345,1.34522,1.345220509506824
2024-02-12T22:00:00Z,1.34522,1.34554,1.34514,1.34541,450.0,1.34517,1.34565,1.345245774905914
2024-02-12T23:00:00Z,1.34541,1.34561,1.34504,1.3456,658.0,1.34552,1.34568,1.3452930049184588
2024-02-13T00:00:00Z,1.3456,1.34568,1.3451,1.3451,1866.0,1.34501,1.3452,1.3452672709293312
2024-02-13T01:00:00Z,1.3451,1.34548,1.34507,1.34528,1997.0,1.34518,1.34537,1.345268968138754
2024-02-13T02:00:00Z,1.34528,1.34596,1.34528,1.34566,1422.0,1.34556,1.34576,1.3453211057202537
2024-02-13T03:00:00Z,1.34564,1.34602,1.34558,1.34596,1588.0,1.34587,1.34606,1.3454062916242198
2024-02-13T04:00:00Z,1.346,1.34612,1.34582,1.34606,1455.0,1.34596,1.34616,1.3454934527409905
2024-02-13T05:00:00Z,1.34606,1.34606,1.34564,1.34578,1964.0,1.34567,1.34588,1.3455316590421917
2024-02-13T06:00:00Z,1.3458,1.34593,1.34484,1.34486,1478.0,1.34476,1.34495,1.345442104503233
2024-02-13T07:00:00Z,1.3449,1.34565,1.34474,1.3454,3491.0,1.34531,1.3455,1.3454364905694685
2024-02-13T08:00:00Z,1.34539,1.3461,1.34498,1.3457,4476.0,1.34561,1.34579,1.345471625160206
2024-02-13T09:00:00Z,1.34568,1.34633,1.34498,1.3451,4206.0,1.34501,1.3452,1.345422075138845
2024-02-13T10:00:00Z,1.3451,1.34512,1.34448,1.34494,3127.0,1.34486,1.34503,1.3453577984536658
2024-02-13T11:00:00Z,1.34494,1.34519,1.3442,1.34492,2799.0,1.34483,1.345,1.3452994253265105
2024-02-13T12:00:00Z,1.34492,1.34532,1.34422,1.34456,3620.0,1.34447,1.34464,1.3452008352829758
2024-02-13T13:00:00Z,1.34454,1.35291,1.34394,1.35238,10479.0,1.35231,1.35246,1.3461580572452458
2024-02-13T14:00:00Z,1.35238,1.35632,1.35204,1.35627,9767.0,1.35619,1.35635,1.3475063162792131
2024-02-13T15:00:00Z,1.35624,1.35786,1.35468,1.3553,9624.0,1.35521,1.35539,1.3485454741086513
2024-02-13T16:00:00Z,1.3553,1.35687,1.35446,1.35648,6251.0,1.35639,1.35658,1.3496034108941644
