time,open,high,low,close,volume,bid_close,ask_close,close_ema_14
2024-02-11T23:00:00Z,0.87454,0.87466,0.87411,0.87424,1337.0,0.87418,0.87431,0.87424
2024-02-12T00:00:00Z,0.8742,0.8744,0.87416,0.87424,1062.0,0.87416,0.87432,0.87424
2024-02-12T01:00:00Z,0.87424,0.87457,0.8742,0.87436,1728.0,0.87427,0.87444,0.874256
2024-02-12T02:00:00Z,0.87436,0.87455,0.87418,0.87444,1281.0,0.87437,0.8745,0.8742805333333334
2024-02-12T03:00:00Z,0.8744,0.8747,0.87426,0.87461,941.0,0.87454,0.87468,0.8743244622222223
2024-02-12T04:00:00Z,0.87462,0.87478,0.8745,0.87474,1263.0,0.87465,0.87482,0.8743798672592593
2024-02-12T05:00:00Z,0.87473,0.87476,0.87433,0.8745,1041.0,0.87442,0.87459,0.8743958849580248
2024-02-12T06:00:00Z,0.87451,0.87462,0.8743,0.87446,1264.0,0.87438,0.87455,0.8744044336302881
2024-02-12T07:00:00Z,0.8745,0.87458,0.87267,0.87291,2516.0,0.87283,0.87299,0.8742051758129163
2024-02-12T08:00:00Z,0.87292,0.87497,0.87292,0.87494,3674.0,0.87485,0.87502,0.8743031523711942
2024-02-12T09:00:00Z,0.87499,0.87558,0.87446,0.87554,2647.0,0.87547,0.87562,0.8744680653883683
2024-02-12T10:00:00Z,0.87557,0.87597,0.87492,0.87502,2272.0,0.87493,0.8751,0.8745416566699191
2024-02-12T11:00:00Z,0.875,0.87542,0.8749,0.87522,2402.0,0.87515,0.8753,0.8746321024472633
2024-02-12T12:00:00Z,0.87518,0.87607,0.87499,0.87545,2085.0,0.87537,0.87553,0.8747411554542949
2024-02-12T13:00:00Z,0.87543,0.87727,0.87522,0.87691,2776.0,0.87684,0.87698,0.8750303347270556
2024-02-12T14:00:00Z,0.87692,0.87693,0.87586,0.8764,2810.0,0.87633,0.87647,0.8752129567634482
2024-02-12T15:00:00Z,0.8764,0.87728,0.87606,0.8762,2481.0,0.87613,0.87628,0.8753445625283218
2024-02-12T16:00:00Z,0.8762,0.8764,0.87551,0.87601,2620.0,0.87594,0.87608,0.8754332875245456
2024-02-12T17:00:00Z,0.87602,0.87604,0.87522,0.87522,2125.0,0.87514,0.87529,0.8754048491879396
2024-02-12T18:00:00Z,0.8752,0.87554,0.87508,0.87531,1624.0,0.87523,0.87539,0.8753922026295478
2024-02-12T19:00:00Z,0.87532,0.87618,0.87522,0.876,1647.0,0.87593,0.87606,0.8754732422789414
2024-02-12T20:00:00Z,0.87598,0.87598,0.87556,0.87569,1402.0,0.87562,0.87576,0.8755021433084159
2024-02-12T21:00:00Z,0.87572,0.87583,0.87551,0.87577,742.0,0.87567,0.87587,0.8755378575339605
2024-02-12T22:00:00Z,0.87548,0.87642,0.87546,0.87568,3093.0,0.87554,0.87583,0.8755568098627659
2024-02-12T23:00:00Z,0.87566,0.87588,0.87566,0.87588,652.0,0.87581,0.87596,0.8755999018810637
2024-02-13T00:00:00Z,0.87585,0.87616,0.87578,0.87583,897.0,0.87576,0.8759,0.8756305816302552
2024-02-13T01:00:00Z,0.87582,0.87625,0.87572,0.87615,1145.0,0.87607,0.87623,0.8756998374128879
2024-02-13T02:00:00Z,0.87614,0.87654,0.87612,0.87649,851.0,0.87641,0.87657,0.8758051924245029
