time,open,high,low,close,volume,bid_close,ask_close
2025-11-25T11:20:00Z,156.476,156.494,156.474,156.482,481.0,156.474,156.49
2025-11-25T11:25:00Z,156.482,156.494,156.466,156.48053333333334,670.0,156.462,156.48
2025-11-25T11:30:00Z,156.472,156.484,156.455,156.47939555555556,614.0,156.464,156.481
2025-11-25T11:35:00Z,156.474,156.52,156.469,156.48400948148148,477.0,156.506,156.522
2025-11-25T11:40:00Z,156.512,156.522,156.484,156.48400821728396,646.0,156.477,156.492
2025-11-25T11:45:00Z,156.485,156.507,156.438,156.47987378831277,702.0,156.446,156.46
2025-11-25T11:50:00Z,156.452,156.484,156.438,156.47989061653774,864.0,156.473,156.487
2025-11-25T11:55:00Z,156.479,156.494,156.429,156.47497186766606,645.0,156.434,156.452
2025-11-25T12:00:00Z,156.445,156.458,156.396,156.46537561864392,865.0,156.395,156.411
2025-11-25T12:05:00Z,156.403,156.462,156.402,156.46412553615806,641.0,156.448,156.465
2025-11-25T12:10:00Z,156.456,156.477,156.42,156.45837546467033,536.0,156.412,156.43
2025-11-25T12:15:00Z,156.422,156.457,156.406,156.4564587360476,669.0,156.437,156.452
2025-11-25T12:20:00Z,156.444,156.456,156.416,156.45106423790793,559.0,156.407,156.425
2025-11-25T12:25:00Z,156.416,156.42,156.387,156.44332233952022,921.0,156.384,156.402
2025-11-25T12:30:00Z,156.394,156.403,156.36,156.43701269425085,635.0,156.387,156.404
2025-11-25T12:35:00Z,156.395,156.405,156.368,156.4315443350174,682.0,156.389,156.404
2025-11-25T12:40:00Z,156.397,156.516,156.386,156.42960509034842,2183.0,156.408,156.426
2025-11-25T12:45:00Z,156.413,156.439,156.382,156.4279244116353,1935.0,156.408,156.426
2025-11-25T12:50:00Z,156.418,156.444,156.392,156.42366782341728,1258.0,156.387,156.405
2025-11-25T12:55:00Z,156.396,156.398,156.298,156.4073121136283,1160.0,156.292,156.31
2025-11-25T13:00:00Z,156.3,156.313,156.258,156.39007049847788,1266.0,156.269,156.286
2025-11-25T13:05:00Z,156.276,156.276,156.148,156.36379443201417,1409.0,156.184,156.202
2025-11-25T13:10:00Z,156.192,156.22,156.146,156.3363551744123,1600.0,156.149,156.168
2025-11-25T13:15:00Z,156.158,156.178,156.031,156.305907817824,2375.0,156.1,156.115
2025-11-25T13:20:00Z,156.108,156.202,156.106,156.2891201087808,1330.0,156.17,156.189
2025-11-25T13:25:00Z,156.178,156.2,156.146,156.27670409427668,845.0,156.175,156.216
2025-11-25T13:30:00Z,156.193,156.345,156.054,156.2858102150398,2645.0,156.336,156.354
2025-11-25T13:35:00Z,156.346,156.346,156.248,156.2871688530345,2210.0,156.287,156.305
2025-11-25T13:40:00Z,156.298,156.298,156.171,156.27901300596324,1906.0,156.217,156.234
2025-11-25T13:45:00Z,156.226,156.226,156.148,156.26554460516815,1786.0,156.17,156.185
2025-11-25T13:50:00Z,156.176,156.217,156.133,156.25027199114572,1498.0,156.142,156.16
2025-11-25T13:55:00Z,156.149,156.194,156.129,156.2365023923263,1066.0,156.138,156.156
2025-11-25T14:00:00Z,156.148,156.151,156.065,156.21590207334944,1346.0,156.073,156.091
2025-11-25T14:05:00Z,156.082,156.105,156.036,156.1964484635695,1465.0,156.06,156.079
2025-11-25T14:10:00Z,156.069,156.179,156.069,156.19372200176025,1656.0,156.168,156.183
2025-11-25T14:15:00Z,156.174,156.262,156.167,156.20255906819222,1174.0,156.251,156.268
2025-11-25T14:20:00Z,156.259,156.278,156.196,156.20181785909992,1276.0,156.189,156.205
2025-11-25T14:25:00Z,156.198,156.266,156.166,156.2087754778866,1627.0,156.245,156.262
2025-11-25T14:30:00Z,156.253,156.253,156.194,156.21267208083506,1874.0,156.231,156.246
2025-11-25T14:35:00Z,156.24,156.254,156.203,156.21258247005704,1833.0,156.204,156.221
2025-11-25T14:40:00Z,156.21,156.229,156.122,156.20117147404943,2277.0,156.121,156.133
2025-11-25T14:45:00Z,156.126,156.128,155.896,156.16661527750952,3019.0,155.934,155.951
2025-11-25T14:50:00Z,155.942,156.065,155.89,156.14653324050826,2718.0,156.008,156.023
2025-11-25T14:55:00Z,156.017,156.064,155.982,156.13499547510716,1555.0,156.051,156.069
2025-11-25T15:00:00Z,156.056,156.056,155.895,156.1113960784262,2138.0,155.951,155.966
2025-11-25T15:05:00Z,155.958,156.034,155.952,156.0937432679694,2295.0,155.971,155.987
2025-11-25T15:10:00Z,155.98,156.026,155.962,156.0809774989068,2078.0,155.99,156.006
2025-11-25T15:15:00Z,155.998,156.09,155.972,156.07924716571924,2111.0,156.06,156.076
2025-11-25T15:20:00Z,156.068,156.085,155.904,156.06041421029002,2168.0,155.93,155.947
2025-11-25T15:25:00Z,155.939,156.02,155.933,156.05475898225134,2165.0,156.01,156.026
2025-11-25T15:30:00Z,156.018,156.073,156.014,156.05465778461783,1890.0,156.047,156.062
2025-11-25T15:35:00Z,156.054,156.054,155.921,156.04457008000213,2118.0,155.971,155.987
2025-11-25T15:40:00Z,155.98,156.062,155.942,156.04662740266852,1930.0,156.052,156.069
2025-11-25T15:45:00Z,156.062,156.115,156.028,156.04814374897938,1737.0,156.049,156.066
2025-11-25T15:50:00Z,156.058,156.095,156.044,156.0523912491155,1977.0,156.073,156.088
2025-11-25T15:55:00Z,156.081,156.174,156.028,156.06487241590008,2815.0,156.139,156.154
2025-11-25T16:00:00Z,156.146,156.166,156.098,156.0767560937801,2238.0,156.147,156.16
2025-11-25T16:05:00Z,156.153,156.169,156.106,156.08118861460943,1431.0,156.102,156.117
2025-11-25T16:10:00Z,156.11,156.138,156.087,156.08276346599484,1322.0,156.085,156.101
2025-11-25T16:15:00Z,156.092,156.119,156.062,156.0843950038622,1216.0,156.088,156.102
2025-11-25T16:20:00Z,156.094,156.147,156.088,156.08887567001392,1061.0,156.11,156.127
2025-11-25T16:25:00Z,156.12,156.156,156.094,156.09782558067874,847.0,156.147,156.164
2025-11-25T16:30:00Z,156.154,156.184,156.126,156.10824883658825,1249.0,156.168,156.183
2025-11-25T16:35:00Z,156.175,156.202,156.162,156.11861565837648,879.0,156.179,156.193
2025-11-25T16:40:00Z,156.187,156.232,156.178,156.13160023725962,769.0,156.208,156.224
2025-11-25T16:45:00Z,156.216,156.283,156.216,156.15085353895833,1236.0,156.268,156.285
2025-11-25T16:50:00Z,156.277,156.289,156.254,156.1647397337639,747.0,156.247,156.263
2025-11-25T16:55:00Z,156.254,156.314,156.254,156.18370776926204,1027.0,156.3,156.314
2025-11-25T17:00:00Z,156.308,156.337,156.013,156.17014673336044,4856.0,156.075,156.089
2025-11-25T17:05:00Z,156.082,156.108,156.01,156.15199383557905,2625.0,156.025,156.042
2025-11-25T17:10:00Z,156.035,156.09,156.001,156.14119465750184,1400.0,156.063,156.079
2025-11-25T17:15:00Z,156.072,156.094,155.942,156.11516870316828,1604.0,155.939,155.952
2025-11-25T17:20:00Z,155.945,155.952,155.804,156.07927954274584,1789.0,155.837,155.854
2025-11-25T17:25:00Z,155.846,155.926,155.808,156.05724227037973,1314.0,155.907,155.922
2025-11-25T17:30:00Z,155.915,155.929,155.855,156.03334330099577,1167.0,155.868,155.887
2025-11-25T17:35:00Z,155.876,155.973,155.875,156.022230860863,902.0,155.942,155.958
2025-11-25T17:40:00Z,155.95,155.964,155.922,156.01233341274795,802.0,155.941,155.956
2025-11-25T17:45:00Z,155.948,156.001,155.946,156.00375562438157,836.0,155.941,155.954
2025-11-25T17:50:00Z,155.947,155.964,155.926,155.9935215411307,726.0,155.92,155.934
2025-11-25T17:55:00Z,155.928,155.938,155.87,155.98105200231328,1215.0,155.892,155.909
2025-11-25T18:00:00Z,155.9,155.946,155.887,155.97051173533816,1195.0,155.893,155.91
2025-11-25T18:05:00Z,155.902,155.914,155.837,155.95591017062642,1166.0,155.854,155.868
2025-11-25T18:10:00Z,155.86,155.976,155.848,155.95085548120957,2043.0,155.909,155.927
2025-11-25T18:15:00Z,155.918,155.945,155.903,155.9451414170483,1153.0,155.901,155.916
2025-11-25T18:20:00Z,155.908,155.91,155.878,155.94018922810852,946.0,155.899,155.917
2025-11-25T18:25:00Z,155.908,155.938,155.896,155.93949733102738,836.0,155.926,155.944
2025-11-25T18:30:00Z,155.936,155.94,155.911,155.93583102022373,474.0,155.903,155.92
2025-11-25T18:35:00Z,155.91,155.936,155.897,155.93185355086058,653.0,155.899,155.914
2025-11-25T18:40:00Z,155.907,155.927,155.886,155.9293397440792,691.0,155.906,155.92
2025-11-25T18:45:00Z,155.912,155.92,155.896,155.9275611115353,444.0,155.908,155.925
2025-11-25T18:50:00Z,155.916,155.938,155.908,155.9289529633306,617.0,155.93,155.946
2025-11-25T18:55:00Z,155.938,155.939,155.898,155.9269592348865,477.0,155.906,155.923
2025-11-25T19:00:00Z,155.915,155.933,155.898,155.92469800356832,607.0,155.903,155.917
2025-11-25T19:05:00Z,155.91,155.946,155.908,155.9263382697592,571.0,155.931,155.943
2025-11-25T19:10:00Z,155.936,155.945,155.91,155.92549316712464,502.0,155.911,155.929
2025-11-25T19:15:00Z,155.92,155.952,155.918,155.92796074484136,702.0,155.937,155.952
2025-11-25T19:20:00Z,155.944,155.958,155.934,155.93049931219585,577.0,155.941,155.953
2025-11-25T19:25:00Z,155.948,155.959,155.939,155.93309940390307,517.0,155.943,155.956
